y4_hhid,domain,strataid,clusterid,clustertype,y4_weights
3742-001,3,17,90104105003,1,2375.74658203125
3743-001,3,17,90104105003,1,2375.74658203125
3755-001,3,17,90123101005,1,2299.60131835938
3756-001,3,17,90123101005,1,2299.60131835938
3757-001,3,17,90123101005,1,2299.60131835938
3758-001,3,17,90123101005,1,2299.60131835938
3759-001,3,17,90123101005,1,2299.60131835938
3760-001,3,17,90123101005,1,2299.60131835938
3761-001,3,17,90123101005,1,2299.60131835938
3762-001,3,17,90123101005,1,2299.60131835938
3774-001,3,17,90213105001,1,3654.9951171875
3775-001,3,17,90213105001,1,3654.9951171875
3776-001,3,17,90213105001,1,3654.9951171875
3777-001,3,17,90213105001,1,3654.9951171875
3778-001,3,17,90213105001,1,3654.9951171875
3779-001,3,17,90213105001,1,3654.9951171875
3780-001,3,17,90213105001,1,3654.9951171875
3781-001,3,17,90213105001,1,3654.9951171875
3793-001,3,17,90303102004,1,2149.9970703125
3794-001,3,17,90303102004,1,2149.9970703125
3795-001,3,17,90303102004,1,2149.9970703125
3796-001,3,17,90303102004,1,2149.9970703125
3797-001,3,17,90303102004,1,2149.9970703125
3798-001,3,17,90303102004,1,2149.9970703125
3799-001,3,17,90303102004,1,2149.9970703125
3800-001,3,17,90303102004,1,2149.9970703125
3812-001,2,16,90308307315,2,2622.93627929688
3814-001,2,16,90308307315,2,2622.93627929688
3815-001,2,16,90308307315,2,2622.93627929688
3816-001,2,16,90308307315,2,2622.93627929688
3817-001,2,16,90308307315,2,2622.93627929688
3818-001,2,16,90308307315,2,2622.93627929688
3819-001,2,16,90308307315,2,2622.93627929688
3822-001,2,16,90308307315,2,2622.93627929688
3831-001,3,17,90315107002,1,2937.34765625
3832-001,3,17,90315107002,1,2937.34765625
3833-001,3,17,90315107002,1,2937.34765625
3834-001,3,17,90315107002,1,2937.34765625
3835-001,3,17,90315107002,1,2937.34765625
3836-001,3,17,90315107002,1,2937.34765625
3837-001,3,17,90315107002,1,2937.34765625
3838-001,3,17,90315107002,1,2937.34765625
3850-001,3,17,90411101003,1,2496.828125
3851-001,3,17,90411101003,1,2496.828125
3852-001,3,17,90411101003,1,2496.828125
3854-001,3,17,90411101003,1,2496.828125
3855-001,3,17,90411101003,1,2496.828125
3856-001,3,17,90411101003,1,2496.828125
3857-001,3,17,90411101003,1,2496.828125
3859-001,3,17,90411101003,1,2496.828125
3869-001,3,17,90602103002,1,1874.3564453125
3870-001,3,17,90602103002,1,1874.3564453125
3871-001,3,17,90602103002,1,1874.3564453125
3872-001,3,17,90602103002,1,1874.3564453125
3873-001,3,17,90602103002,1,1874.3564453125
3874-001,3,17,90602103002,1,1874.3564453125
3875-001,3,17,90602103002,1,1874.3564453125
3876-001,3,17,90602103002,1,1874.3564453125
3888-001,3,17,90704302002,1,2005.17102050781
3889-001,3,17,90704302002,1,2005.17102050781
3890-001,3,17,90704302002,1,2005.17102050781
3891-001,3,17,90704302002,1,2005.17102050781
3892-001,3,17,90704302002,1,2005.17102050781
3893-001,3,17,90704302002,1,2005.17102050781
3894-001,3,17,90704302002,1,2005.17102050781
3895-001,3,17,90704302002,1,2005.17102050781
3907-001,2,16,90705201002,2,2499.21728515625
3908-001,2,16,90705201002,2,2499.21728515625
3909-001,2,16,90705201002,2,2499.21728515625
3910-001,2,16,90705201002,2,2499.21728515625
3911-001,2,16,90705201002,2,2499.21728515625
3912-001,2,16,90705201002,2,2499.21728515625
3913-001,2,16,90705201002,2,2499.21728515625
3914-001,2,16,90705201002,2,2499.21728515625
3926-001,2,36,190103202002,2,4137.67236328125
3928-001,2,36,190103202002,2,4137.67236328125
3929-001,2,36,190103202002,2,4137.67236328125
3930-001,2,36,190103202002,2,4137.67236328125
3931-001,2,36,190103202002,2,4137.67236328125
3932-001,2,36,190103202002,2,4137.67236328125
3933-001,2,36,190103202002,2,4137.67236328125
3934-001,2,36,190103202002,2,4137.67236328125
3945-001,3,37,190107101007,1,3059.88232421875
3946-001,3,37,190107101007,1,3059.88232421875
3947-001,3,37,190107101007,1,3059.88232421875
3948-001,3,37,190107101007,1,3059.88232421875
3949-001,3,37,190107101007,1,3059.88232421875
3950-001,3,37,190107101007,1,3059.88232421875
3951-001,3,37,190107101007,1,3059.88232421875
3952-001,3,37,190107101007,1,3059.88232421875
3964-001,3,37,190201301003,1,6007.77978515625
3965-001,3,37,190201301003,1,6007.77978515625
3966-001,3,37,190201301003,1,6007.77978515625
3967-001,3,37,190201301003,1,6007.77978515625
3968-001,3,37,190201301003,1,6007.77978515625
3969-001,3,37,190201301003,1,6007.77978515625
3970-001,3,37,190201301003,1,6007.77978515625
3972-001,3,37,190201301003,1,6007.77978515625
3983-001,2,36,190309210003,2,5636.22802734375
3985-001,2,36,190309210003,2,5636.22802734375
3987-001,2,36,190309210003,2,5636.22802734375
3988-001,2,36,190309210003,2,5636.22802734375
3989-001,2,36,190309210003,2,5636.22802734375
3990-001,2,36,190309210003,2,5636.22802734375
3993-001,2,36,190309210003,2,5636.22802734375
3994-001,2,36,190309210003,2,5636.22802734375
4002-001,3,37,190403104001,1,2815.29272460938
4003-001,3,37,190403104001,1,2815.29272460938
4004-001,3,37,190403104001,1,2815.29272460938
4005-001,3,37,190403104001,1,2815.29272460938
4006-001,3,37,190403104001,1,2815.29272460938
4007-001,3,37,190403104001,1,2815.29272460938
4008-001,3,37,190403104001,1,2815.29272460938
4012-001,3,37,190403104001,1,2815.29272460938
4022-001,3,37,190429103004,1,2710.51635742188
4023-001,3,37,190429103004,1,2710.51635742188
4024-001,3,37,190429103004,1,2710.51635742188
4025-001,3,37,190429103004,1,2710.51635742188
4026-001,3,37,190429103004,1,2710.51635742188
4027-001,3,37,190429103004,1,2710.51635742188
4028-001,3,37,190429103004,1,2710.51635742188
4032-001,3,37,190429103004,1,2710.51635742188
4040-001,3,37,190517103006,1,2412.17358398438
4041-001,3,37,190517103006,1,2412.17358398438
4042-001,3,37,190517103006,1,2412.17358398438
4043-001,3,37,190517103006,1,2412.17358398438
4044-001,3,37,190517103006,1,2412.17358398438
4045-001,3,37,190517103006,1,2412.17358398438
4046-001,3,37,190517103006,1,2412.17358398438
4047-001,3,37,190517103006,1,2412.17358398438
4059-001,2,36,190602211007,2,3339.98681640625
4060-001,2,36,190602211007,2,3339.98681640625
4061-001,2,36,190602211007,2,3339.98681640625
4062-001,2,36,190602211007,2,3339.98681640625
4063-001,2,36,190602211007,2,3339.98681640625
4064-001,2,36,190602211007,2,3339.98681640625
4065-001,2,36,190602211007,2,3339.98681640625
4067-001,2,36,190602211007,2,3339.98681640625
4078-001,3,37,190701103002,1,2772.67163085938
4079-001,3,37,190701103002,1,2772.67163085938
4080-001,3,37,190701103002,1,2772.67163085938
4081-001,3,37,190701103002,1,2772.67163085938
4082-001,3,37,190701103002,1,2772.67163085938
4083-001,3,37,190701103002,1,2772.67163085938
4084-001,3,37,190701103002,1,2772.67163085938
4085-001,3,37,190701103002,1,2772.67163085938
4097-001,2,42,220103201008,2,2514.26684570313
4098-001,2,42,220103201008,2,2514.26684570313
4099-001,2,42,220103201008,2,2514.26684570313
4100-001,2,42,220103201008,2,2514.26684570313
4101-001,2,42,220103201008,2,2514.26684570313
4102-001,2,42,220103201008,2,2514.26684570313
4103-001,2,42,220103201008,2,2514.26684570313
4104-001,2,42,220103201008,2,2514.26684570313
4116-001,3,43,220216104001,1,4400.6298828125
4117-001,3,43,220216104001,1,4400.6298828125
4118-001,3,43,220216104001,1,4400.6298828125
4119-001,3,43,220216104001,1,4400.6298828125
4120-001,3,43,220216104001,1,4400.6298828125
4121-001,3,43,220216104001,1,4400.6298828125
4122-001,3,43,220216104001,1,4400.6298828125
4123-001,3,43,220216104001,1,4400.6298828125
4135-001,3,43,220518103004,1,3859.84008789063
4136-001,3,43,220518103004,1,3859.84008789063
4137-001,3,43,220518103004,1,3859.84008789063
4138-001,3,43,220518103004,1,3859.84008789063
4139-001,3,43,220518103004,1,3859.84008789063
4140-001,3,43,220518103004,1,3859.84008789063
4141-001,3,43,220518103004,1,3859.84008789063
4142-001,3,43,220518103004,1,3859.84008789063
4154-001,3,12,60101102012,1,5651.41162109375
4155-001,3,12,60101102012,1,5651.41162109375
4156-001,3,12,60101102012,1,5651.41162109375
4157-001,3,12,60101102012,1,5651.41162109375
4158-001,3,12,60101102012,1,5651.41162109375
4159-001,3,12,60101102012,1,5651.41162109375
4160-001,3,12,60101102012,1,5651.41162109375
4161-001,3,12,60101102012,1,5651.41162109375
4173-001,2,11,60210305307,2,3481.41235351563
4174-001,2,11,60210305307,2,3481.41235351563
4175-001,2,11,60210305307,2,3481.41235351563
4176-001,2,11,60210305307,2,3481.41235351563
4177-001,2,11,60210305307,2,3481.41235351563
4178-001,2,11,60210305307,2,3481.41235351563
4179-001,2,11,60210305307,2,3481.41235351563
4180-001,2,11,60210305307,2,3481.41235351563
4192-001,3,12,60304104001,1,3654.37890625
4193-001,3,12,60304104001,1,3654.37890625
4195-001,3,12,60304104001,1,3654.37890625
4196-001,3,12,60304104001,1,3654.37890625
4197-001,3,12,60304104001,1,3654.37890625
4198-001,3,12,60304104001,1,3654.37890625
4199-001,3,12,60304104001,1,3654.37890625
4200-001,3,12,60304104001,1,3654.37890625
4211-001,3,12,60510102004,1,2727.54370117188
4212-001,3,12,60510102004,1,2727.54370117188
4213-001,3,12,60510102004,1,2727.54370117188
4214-001,3,12,60510102004,1,2727.54370117188
4215-001,3,12,60510102004,1,2727.54370117188
4216-001,3,12,60510102004,1,2727.54370117188
4217-001,3,12,60510102004,1,2727.54370117188
4218-001,3,12,60510102004,1,2727.54370117188
4230-001,2,11,60704202011,2,1815.53833007813
4232-001,2,11,60704202011,2,1815.53833007813
4233-001,2,11,60704202011,2,1815.53833007813
4234-001,2,11,60704202011,2,1815.53833007813
4235-001,2,11,60704202011,2,1815.53833007813
4236-001,2,11,60704202011,2,1815.53833007813
4237-001,2,11,60704202011,2,1815.53833007813
4238-001,2,11,60704202011,2,1815.53833007813
4249-001,3,29,150110105001,1,7106.47412109375
4250-001,3,29,150110105001,1,7106.47412109375
4251-001,3,29,150110105001,1,7106.47412109375
4252-001,3,29,150110105001,1,7106.47412109375
4253-001,3,29,150110105001,1,7106.47412109375
4254-001,3,29,150110105001,1,7106.47412109375
4255-001,3,29,150110105001,1,7106.47412109375
4256-001,3,29,150110105001,1,7106.47412109375
4268-001,3,29,150312301005,1,8808.0244140625
4269-001,3,29,150312301005,1,8808.0244140625
4270-001,3,29,150312301005,1,8808.0244140625
4271-001,3,29,150312301005,1,8808.0244140625
4272-001,3,29,150312301005,1,8808.0244140625
4273-001,3,29,150312301005,1,8808.0244140625
4274-001,3,29,150312301005,1,8808.0244140625
4275-001,3,29,150312301005,1,8808.0244140625
4287-001,2,28,150405205005,2,3584.51220703125
4288-001,2,28,150405205005,2,3584.51220703125
4289-001,2,28,150405205005,2,3584.51220703125
4290-001,2,28,150405205005,2,3584.51220703125
4291-001,2,28,150405205005,2,3584.51220703125
4292-001,2,28,150405205005,2,3584.51220703125
4293-001,2,28,150405205005,2,3584.51220703125
4294-001,2,28,150405205005,2,3584.51220703125
4306-001,3,19,100127102004,1,6592.0732421875
4307-001,3,19,100127102004,1,6592.0732421875
4308-001,3,19,100127102004,1,6592.0732421875
4309-001,3,19,100127102004,1,6592.0732421875
4310-001,3,19,100127102004,1,6592.0732421875
4311-001,3,19,100127102004,1,6592.0732421875
4312-001,3,19,100127102004,1,6592.0732421875
4313-001,3,19,100127102004,1,6592.0732421875
4325-001,3,19,100319104001,1,3445.38256835938
4326-001,3,19,100319104001,1,3445.38256835938
4327-001,3,19,100319104001,1,3445.38256835938
4328-001,3,19,100319104001,1,3445.38256835938
4329-001,3,19,100319104001,1,3445.38256835938
4330-001,3,19,100319104001,1,3445.38256835938
4331-001,3,19,100319104001,1,3445.38256835938
4332-001,3,19,100319104001,1,3445.38256835938
4344-001,2,18,100407205006,2,2816.54541015625
4345-001,2,18,100407205006,2,2816.54541015625
4346-001,2,18,100407205006,2,2816.54541015625
4347-001,2,18,100407205006,2,2816.54541015625
4348-001,2,18,100407205006,2,2816.54541015625
4349-001,2,18,100407205006,2,2816.54541015625
4350-001,2,18,100407205006,2,2816.54541015625
4351-001,2,18,100407205006,2,2816.54541015625
4363-001,3,19,100604101005,1,4340.90673828125
4364-001,3,19,100604101005,1,4340.90673828125
4365-001,3,19,100604101005,1,4340.90673828125
4366-001,3,19,100604101005,1,4340.90673828125
4367-001,3,19,100604101005,1,4340.90673828125
4368-001,3,19,100604101005,1,4340.90673828125
4369-001,3,19,100604101005,1,4340.90673828125
4370-001,3,19,100604101005,1,4340.90673828125
4382-001,3,33,170102102003,1,2777.8681640625
4383-001,3,33,170102102003,1,2777.8681640625
4384-001,3,33,170102102003,1,2777.8681640625
4385-001,3,33,170102102003,1,2777.8681640625
4386-001,3,33,170102102003,1,2777.8681640625
4387-001,3,33,170102102003,1,2777.8681640625
4388-001,3,33,170102102003,1,2777.8681640625
4390-001,3,33,170102102003,1,2777.8681640625
4401-001,2,32,170203305309,2,3124.63427734375
4402-001,2,32,170203305309,2,3124.63427734375
4403-001,2,32,170203305309,2,3124.63427734375
4404-001,2,32,170203305309,2,3124.63427734375
4405-001,2,32,170203305309,2,3124.63427734375
4406-001,2,32,170203305309,2,3124.63427734375
4407-001,2,32,170203305309,2,3124.63427734375
4409-001,2,32,170203305309,2,3124.63427734375
4420-001,3,33,170213102003,1,1773.57299804688
4421-001,3,33,170213102003,1,1773.57299804688
4422-001,3,33,170213102003,1,1773.57299804688
4423-001,3,33,170213102003,1,1773.57299804688
4424-001,3,33,170213102003,1,1773.57299804688
4425-001,3,33,170213102003,1,1773.57299804688
4426-001,3,33,170213102003,1,1773.57299804688
4427-001,3,33,170213102003,1,1773.57299804688
4439-001,3,33,170310106002,1,2616.19018554688
4440-001,3,33,170310106002,1,2616.19018554688
4441-001,3,33,170310106002,1,2616.19018554688
4442-001,3,33,170310106002,1,2616.19018554688
4443-001,3,33,170310106002,1,2616.19018554688
4444-001,3,33,170310106002,1,2616.19018554688
4445-001,3,33,170310106002,1,2616.19018554688
4446-001,3,33,170310106002,1,2616.19018554688
4458-001,3,33,170402303014,1,2745.75366210938
4461-001,3,33,170402303014,1,2745.75366210938
4462-001,3,33,170402303014,1,2745.75366210938
4463-001,3,33,170402303014,1,2745.75366210938
4464-001,3,33,170402303014,1,2745.75366210938
4465-001,3,33,170402303014,1,2745.75366210938
4466-001,3,33,170402303014,1,2745.75366210938
4467-001,3,33,170402303014,1,2745.75366210938
4477-001,3,33,170418103004,1,2023.18688964844
4478-001,3,33,170418103004,1,2023.18688964844
4479-001,3,33,170418103004,1,2023.18688964844
4480-001,3,33,170418103004,1,2023.18688964844
4481-001,3,33,170418103004,1,2023.18688964844
4482-001,3,33,170418103004,1,2023.18688964844
4483-001,3,33,170418103004,1,2023.18688964844
4484-001,3,33,170418103004,1,2023.18688964844
4496-001,3,33,170434302002,1,1909.640625
4497-001,3,33,170434302002,1,1909.640625
4498-001,3,33,170434302002,1,1909.640625
4499-001,3,33,170434302002,1,1909.640625
4500-001,3,33,170434302002,1,1909.640625
4501-001,3,33,170434302002,1,1909.640625
4502-001,3,33,170434302002,1,1909.640625
4503-001,3,33,170434302002,1,1909.640625
4515-001,3,47,240101101001,1,1887.47155761719
4516-001,3,47,240101101001,1,1887.47155761719
4517-001,3,47,240101101001,1,1887.47155761719
4518-001,3,47,240101101001,1,1887.47155761719
4519-001,3,47,240101101001,1,1887.47155761719
4520-001,3,47,240101101001,1,1887.47155761719
4521-001,3,47,240101101001,1,1887.47155761719
4522-001,3,47,240101101001,1,1887.47155761719
4534-001,3,47,240114102007,1,2899.1884765625
4535-001,3,47,240114102007,1,2899.1884765625
4537-001,3,47,240114102007,1,2899.1884765625
4538-001,3,47,240114102007,1,2899.1884765625
4539-001,3,47,240114102007,1,2899.1884765625
4540-001,3,47,240114102007,1,2899.1884765625
4541-001,3,47,240114102007,1,2899.1884765625
4543-001,3,47,240114102007,1,2899.1884765625
4553-001,2,46,240125205007,2,1457.11022949219
4554-001,2,46,240125205007,2,1457.11022949219
4555-001,2,46,240125205007,2,1457.11022949219
4556-001,2,46,240125205007,2,1457.11022949219
4557-001,2,46,240125205007,2,1457.11022949219
4559-001,2,46,240125205007,2,1457.11022949219
4560-001,2,46,240125205007,2,1457.11022949219
4564-001,2,46,240125205007,2,1457.11022949219
4572-001,3,47,240208101007,1,2576.0556640625
4573-001,3,47,240208101007,1,2576.0556640625
4574-001,3,47,240208101007,1,2576.0556640625
4575-001,3,47,240208101007,1,2576.0556640625
4576-001,3,47,240208101007,1,2576.0556640625
4577-001,3,47,240208101007,1,2576.0556640625
4578-001,3,47,240208101007,1,2576.0556640625
4579-001,3,47,240208101007,1,2576.0556640625
4591-001,3,47,240302104002,1,1896.71337890625
4592-001,3,47,240302104002,1,1896.71337890625
4593-001,3,47,240302104002,1,1896.71337890625
4594-001,3,47,240302104002,1,1896.71337890625
4595-001,3,47,240302104002,1,1896.71337890625
4596-001,3,47,240302104002,1,1896.71337890625
4597-001,3,47,240302104002,1,1896.71337890625
4598-001,3,47,240302104002,1,1896.71337890625
4610-001,3,47,240323103001,1,1752.39831542969
4611-001,3,47,240323103001,1,1752.39831542969
4612-001,3,47,240323103001,1,1752.39831542969
4613-001,3,47,240323103001,1,1752.39831542969
4614-001,3,47,240323103001,1,1752.39831542969
4615-001,3,47,240323103001,1,1752.39831542969
4616-001,3,47,240323103001,1,1752.39831542969
4618-001,3,47,240323103001,1,1752.39831542969
4629-001,3,47,240416101002,1,1828.19409179688
4630-001,3,47,240416101002,1,1828.19409179688
4631-001,3,47,240416101002,1,1828.19409179688
4633-001,3,47,240416101002,1,1828.19409179688
4634-001,3,47,240416101002,1,1828.19409179688
4635-001,3,47,240416101002,1,1828.19409179688
4636-001,3,47,240416101002,1,1828.19409179688
4640-001,3,47,240416101002,1,1828.19409179688
4648-001,3,47,240506302006,1,1677.06909179688
4649-001,3,47,240506302006,1,1677.06909179688
4650-001,3,47,240506302006,1,1677.06909179688
4651-001,3,47,240506302006,1,1677.06909179688
4652-001,3,47,240506302006,1,1677.06909179688
4653-001,3,47,240506302006,1,1677.06909179688
4654-001,3,47,240506302006,1,1677.06909179688
4655-001,3,47,240506302006,1,1677.06909179688
4667-001,3,25,130304104001,1,5842.18017578125
4668-001,3,25,130304104001,1,5842.18017578125
4669-001,3,25,130304104001,1,5842.18017578125
4670-001,3,25,130304104001,1,5842.18017578125
4671-001,3,25,130304104001,1,5842.18017578125
4672-001,3,25,130304104001,1,5842.18017578125
4673-001,3,25,130304104001,1,5842.18017578125
4674-001,3,25,130304104001,1,5842.18017578125
4686-001,2,24,130413301309,2,1306.28051757813
4687-001,2,24,130413301309,2,1306.28051757813
4688-001,2,24,130413301309,2,1306.28051757813
4689-001,2,24,130413301309,2,1306.28051757813
4690-001,2,24,130413301309,2,1306.28051757813
4691-001,2,24,130413301309,2,1306.28051757813
4692-001,2,24,130413301309,2,1306.28051757813
4693-001,2,24,130413301309,2,1306.28051757813
4705-001,3,25,130518102005,1,5135.24951171875
4706-001,3,25,130518102005,1,5135.24951171875
4707-001,3,25,130518102005,1,5135.24951171875
4708-001,3,25,130518102005,1,5135.24951171875
4709-001,3,25,130518102005,1,5135.24951171875
4710-001,3,25,130518102005,1,5135.24951171875
4711-001,3,25,130518102005,1,5135.24951171875
4712-001,3,25,130518102005,1,5135.24951171875
4724-001,3,27,140105101004,1,2156.11303710938
4725-001,3,27,140105101004,1,2156.11303710938
4726-001,3,27,140105101004,1,2156.11303710938
4727-001,3,27,140105101004,1,2156.11303710938
4728-001,3,27,140105101004,1,2156.11303710938
4729-001,3,27,140105101004,1,2156.11303710938
4730-001,3,27,140105101004,1,2156.11303710938
4731-001,3,27,140105101004,1,2156.11303710938
4743-001,3,27,140123105002,1,1917.40063476563
4744-001,3,27,140123105002,1,1917.40063476563
4745-001,3,27,140123105002,1,1917.40063476563
4746-001,3,27,140123105002,1,1917.40063476563
4747-001,3,27,140123105002,1,1917.40063476563
4748-001,3,27,140123105002,1,1917.40063476563
4749-001,3,27,140123105002,1,1917.40063476563
4750-001,3,27,140123105002,1,1917.40063476563
4762-001,3,27,140205101006,1,1864.13940429688
4763-001,3,27,140205101006,1,1864.13940429688
4764-001,3,27,140205101006,1,1864.13940429688
4765-001,3,27,140205101006,1,1864.13940429688
4766-001,3,27,140205101006,1,1864.13940429688
4767-001,3,27,140205101006,1,1864.13940429688
4768-001,3,27,140205101006,1,1864.13940429688
4769-001,3,27,140205101006,1,1864.13940429688
4781-001,3,27,140223104003,1,4739.712890625
4782-001,3,27,140223104003,1,4739.712890625
4783-001,3,27,140223104003,1,4739.712890625
4785-001,3,27,140223104003,1,4739.712890625
4786-001,3,27,140223104003,1,4739.712890625
4787-001,3,27,140223104003,1,4739.712890625
4788-001,3,27,140223104003,1,4739.712890625
4789-001,3,27,140223104003,1,4739.712890625
4800-001,3,27,140313103006,1,2453.44775390625
4801-001,3,27,140313103006,1,2453.44775390625
4802-001,3,27,140313103006,1,2453.44775390625
4803-001,3,27,140313103006,1,2453.44775390625
4804-001,3,27,140313103006,1,2453.44775390625
4805-001,3,27,140313103006,1,2453.44775390625
4806-001,3,27,140313103006,1,2453.44775390625
4807-001,3,27,140313103006,1,2453.44775390625
4820-001,3,27,140408102002,1,2236.96728515625
4821-001,3,27,140408102002,1,2236.96728515625
4822-001,3,27,140408102002,1,2236.96728515625
4823-001,3,27,140408102002,1,2236.96728515625
4824-001,3,27,140408102002,1,2236.96728515625
4825-001,3,27,140408102002,1,2236.96728515625
4826-001,3,27,140408102002,1,2236.96728515625
4829-001,3,27,140408102002,1,2236.96728515625
4838-001,3,27,140515101008,1,2823.71264648438
4839-001,3,27,140515101008,1,2823.71264648438
4840-001,3,27,140515101008,1,2823.71264648438
4841-001,3,27,140515101008,1,2823.71264648438
4842-001,3,27,140515101008,1,2823.71264648438
4843-001,3,27,140515101008,1,2823.71264648438
4844-001,3,27,140515101008,1,2823.71264648438
4845-001,3,27,140515101008,1,2823.71264648438
4857-001,2,26,140607205001,2,7050.81884765625
4858-001,2,26,140607205001,2,7050.81884765625
4859-001,2,26,140607205001,2,7050.81884765625
4860-001,2,26,140607205001,2,7050.81884765625
4861-001,2,26,140607205001,2,7050.81884765625
4862-001,2,26,140607205001,2,7050.81884765625
4863-001,2,26,140607205001,2,7050.81884765625
4864-001,2,26,140607205001,2,7050.81884765625
4876-001,3,27,140708102002,1,3355.45043945313
4877-001,3,27,140708102002,1,3355.45043945313
4878-001,3,27,140708102002,1,3355.45043945313
4879-001,3,27,140708102002,1,3355.45043945313
4880-001,3,27,140708102002,1,3355.45043945313
4881-001,3,27,140708102002,1,3355.45043945313
4882-001,3,27,140708102002,1,3355.45043945313
4883-001,3,27,140708102002,1,3355.45043945313
4895-001,3,8,40105302005,1,3750.50170898438
4896-001,3,8,40105302005,1,3750.50170898438
4897-001,3,8,40105302005,1,3750.50170898438
4898-001,3,8,40105302005,1,3750.50170898438
4899-001,3,8,40105302005,1,3750.50170898438
4900-001,3,8,40105302005,1,3750.50170898438
4901-001,3,8,40105302005,1,3750.50170898438
4902-001,3,8,40105302005,1,3750.50170898438
4914-001,3,8,40133103003,1,4171.109375
4915-001,3,8,40133103003,1,4171.109375
4916-001,3,8,40133103003,1,4171.109375
4917-001,3,8,40133103003,1,4171.109375
4918-001,3,8,40133103003,1,4171.109375
4919-001,3,8,40133103003,1,4171.109375
4920-001,3,8,40133103003,1,4171.109375
4921-001,3,8,40133103003,1,4171.109375
4933-001,3,8,40220101001,1,5137.05078125
4934-001,3,8,40220101001,1,5137.05078125
4935-001,3,8,40220101001,1,5137.05078125
4936-001,3,8,40220101001,1,5137.05078125
4937-001,3,8,40220101001,1,5137.05078125
4938-001,3,8,40220101001,1,5137.05078125
4939-001,3,8,40220101001,1,5137.05078125
4940-001,3,8,40220101001,1,5137.05078125
4952-001,2,7,40403201002,2,6803.3193359375
4953-001,2,7,40403201002,2,6803.3193359375
4954-001,2,7,40403201002,2,6803.3193359375
4955-001,2,7,40403201002,2,6803.3193359375
4956-001,2,7,40403201002,2,6803.3193359375
4957-001,2,7,40403201002,2,6803.3193359375
4958-001,2,7,40403201002,2,6803.3193359375
4959-001,2,7,40403201002,2,6803.3193359375
4971-001,3,8,40513101003,1,4153.72119140625
4972-001,3,8,40513101003,1,4153.72119140625
4973-001,3,8,40513101003,1,4153.72119140625
4974-001,3,8,40513101003,1,4153.72119140625
4975-001,3,8,40513101003,1,4153.72119140625
4976-001,3,8,40513101003,1,4153.72119140625
4977-001,3,8,40513101003,1,4153.72119140625
4978-001,3,8,40513101003,1,4153.72119140625
4990-001,3,8,40706103001,1,5015.33984375
4991-001,3,8,40706103001,1,5015.33984375
4992-001,3,8,40706103001,1,5015.33984375
4993-001,3,8,40706103001,1,5015.33984375
4994-001,3,8,40706103001,1,5015.33984375
4995-001,3,8,40706103001,1,5015.33984375
4996-001,3,8,40706103001,1,5015.33984375
4997-001,3,8,40706103001,1,5015.33984375
5009-001,3,4,20106102001,1,7334.18408203125
5010-001,3,4,20106102001,1,7334.18408203125
5011-001,3,4,20106102001,1,7334.18408203125
5012-001,3,4,20106102001,1,7334.18408203125
5013-001,3,4,20106102001,1,7334.18408203125
5014-001,3,4,20106102001,1,7334.18408203125
5015-001,3,4,20106102001,1,7334.18408203125
5016-001,3,4,20106102001,1,7334.18408203125
5028-001,3,4,20213102005,1,6978.25634765625
5029-001,3,4,20213102005,1,6978.25634765625
5030-001,3,4,20213102005,1,6978.25634765625
5031-001,3,4,20213102005,1,6978.25634765625
5032-001,3,4,20213102005,1,6978.25634765625
5033-001,3,4,20213102005,1,6978.25634765625
5034-001,3,4,20213102005,1,6978.25634765625
5035-001,3,4,20213102005,1,6978.25634765625
5047-001,2,3,20310207005,2,5889.29541015625
5048-001,2,3,20310207005,2,5889.29541015625
5049-001,2,3,20310207005,2,5889.29541015625
5050-001,2,3,20310207005,2,5889.29541015625
5051-001,2,3,20310207005,2,5889.29541015625
5052-001,2,3,20310207005,2,5889.29541015625
5053-001,2,3,20310207005,2,5889.29541015625
5054-001,2,3,20310207005,2,5889.29541015625
5066-001,3,4,20505101001,1,4201.28857421875
5067-001,3,4,20505101001,1,4201.28857421875
5068-001,3,4,20505101001,1,4201.28857421875
5069-001,3,4,20505101001,1,4201.28857421875
5070-001,3,4,20505101001,1,4201.28857421875
5071-001,3,4,20505101001,1,4201.28857421875
5072-001,3,4,20505101001,1,4201.28857421875
5073-001,3,4,20505101001,1,4201.28857421875
5085-001,3,4,20611102003,1,3409.07055664063
5086-001,3,4,20611102003,1,3409.07055664063
5087-001,3,4,20611102003,1,3409.07055664063
5088-001,3,4,20611102003,1,3409.07055664063
5089-001,3,4,20611102003,1,3409.07055664063
5090-001,3,4,20611102003,1,3409.07055664063
5091-001,3,4,20611102003,1,3409.07055664063
5092-001,3,4,20611102003,1,3409.07055664063
5104-001,1,13,70102206016,2,2083.18969726563
5105-001,1,13,70102206016,2,2083.18969726563
5106-001,1,13,70102206016,2,2083.18969726563
5107-001,1,13,70102206016,2,2083.18969726563
5108-001,1,13,70102206016,2,2083.18969726563
5109-001,1,13,70102206016,2,2083.18969726563
5110-001,1,13,70102206016,2,2083.18969726563
5111-001,1,13,70102206016,2,2083.18969726563
5124-001,1,13,70105203017,2,2240.78344726563
5125-001,1,13,70105203017,2,2240.78344726563
5127-001,1,13,70105203017,2,2240.78344726563
5128-001,1,13,70105203017,2,2240.78344726563
5130-001,1,13,70105203017,2,2240.78344726563
5131-001,1,13,70105203017,2,2240.78344726563
5132-001,1,13,70105203017,2,2240.78344726563
